,Tweet_Num,Tweet,Sentiment,tokenized_cleaned
949,950,"uh oh @realDonaldTrump Alberta, Canada is surpassing us in #MarijuanaDecriminalization . They are way cooler than u… https://t.co/CYwHzdeJDg",,realdonaldtrump alberta canada surpassing marijuanadecriminalization way cooler https
950,951,"RT @MontereyBud: #TexasRepublicans , apparently, are ready to discuss #MarijuanaDecriminalization #IndustrialHempCultivation and marijuana’…",,montereybud texasrepublicans apparently ready discuss marijuanadecriminalization industrialhempcultivation marijuana
951,952,"RT @aakuraj: Canada legalises #MarijuanaDecriminalization

Why ? 

Coz it’s #UdtaPunjab there 😂

@capt_amarinder",,aakuraj canada legalises marijuanadecriminalization coz udtapunjab
952,953,"Canada legalises #MarijuanaDecriminalization

Why ? 

Coz it’s #UdtaPunjab there 😂

@capt_amarinder",,canada legalises marijuanadecriminalization coz udtapunjab
953,954,"RT @MontereyBud: #TexasRepublicans , apparently, are ready to discuss #MarijuanaDecriminalization #IndustrialHempCultivation and marijuana’…",,montereybud texasrepublicans apparently ready discuss marijuanadecriminalization industrialhempcultivation marijuana
954,955,"सही है, जब कनाडा के प्रधानमंत्री को जनता को देने के लिए विकास जैसा कोई गांजा नहीं मिला तो उन्होंने साक्षात गांजे को… https://t.co/pVRWNzh9IW",,https
955,956,"In #Canada this summer, rain is mostly expected to be the result of evaporating tears from recreational #marijuana… https://t.co/HHibyJBPss",,canada summer rain mostly expected result evaporating tears recreational https
956,957,RT @iliveasnatalie: As a professional within the construction industry I’m very concerned how legalization of marijuana will affect safety…,,iliveasnatalie professional within construction industry concerned legalization marijuana affect
957,958,"RT @VA3WZW: “Canada has become the first wealthy nation in the world to fully legalize marijuana” 
🌬💚
#legalization #canada #MarijuanaDecri…",,canada become first wealthy nation world fully legalize marijuana legalization canada
958,959,"RT @VA3WZW: “Canada has become the first wealthy nation in the world to fully legalize marijuana” 
🌬💚
#legalization #canada #MarijuanaDecri…",,canada become first wealthy nation world fully legalize marijuana legalization canada
959,960,"“Canada has become the first wealthy nation in the world to fully legalize marijuana” 
🌬💚
#legalization #canada… https://t.co/5ImGAfiS47",,canada become first wealthy nation world fully legalize marijuana legalization https
960,961,"“Canada has become the first wealthy nation in the world to fully legalize marijuana” 
🌬💚
#legalization #canada… https://t.co/aMo16faVWF",,canada become first wealthy nation world fully legalize marijuana legalization https
961,962,"@Simpson_Rick 🇮🇪 You’ll be able to return home now Rick, #cannabis is now legal in Canada 🇨🇦 Why on earth do you no… https://t.co/8y7Hc3chfk",,able return home rick cannabis legal canada earth https
962,963,RT @brycejustweeted: The panel said we need to see more evidence however look at @ProfDavidNutt Drug harms in the UK: a multicriteria decis…,,brycejustweeted panel said need see evidence however look profdavidnutt drug harms multicriteria
963,964,"@bbcquestiontime Of course it should !
#LegaliseCannabis",,bbcquestiontime course legalisecannabis
964,965,RT @CSGordonCrossan: @afuahirsch talks wisely on #LegaliseCannabis debate #bbcqt - 'it’s a complex issue requiring sophisticated debate rat…,,csgordoncrossan afuahirsch talks wisely legalisecannabis debate bbcqt complex issue requiring sophisticated debate
965,966,The panel said we need to see more evidence however look at @ProfDavidNutt Drug harms in the UK: a multicriteria de… https://t.co/jD0FiOI352,,panel said need see evidence however look profdavidnutt drug harms multicriteria https
966,967,@afuahirsch talks wisely on #LegaliseCannabis debate #bbcqt - 'it’s a complex issue requiring sophisticated debate… https://t.co/IEubS6dUxp,,afuahirsch talks wisely legalisecannabis debate bbcqt complex issue requiring sophisticated https
967,968,"Jonathon Ashworth. Balless little lickspittle.

#LegaliseCannabis",,jonathon ashworth balless little lickspittle legalisecannabis
968,969,#bbcqt Absolutely we should legalise cannabis. Alcohol is more harmful and we’d save the public purse money on poli… https://t.co/6YGxykVFWj,,bbcqt absolutely legalise cannabis alcohol harmful save public purse money https
969,970,@barcalegends83 @MayaJama Omg that would be sick!! 💪❤️ maya and @Stormzy up in Parliament we could do with it right… https://t.co/tEJZTIznnE,,mayajama omg would sick maya stormzy parliament could https
970,971,#LegaliseCannabis #cannabis #endourpain #cannabiscommunity #breakthetaboo #bbcqt,,legalisecannabis cannabis endourpain cannabiscommunity breakthetaboo bbcqt
971,972,"RT @ygreck: Loi adoptée #polcan #polQC #AssNat #LegaliseCannabis @JustinTrudeau 
https://t.co/tYzhhRsCgy https://t.co/uOto9SyCr6",,ygreck loi adoptée polcan polqc assnat legalisecannabis justintrudeau https https
972,973,"@bbcquestiontime why not legalise marijuana tax and make it cleaner, safer for use, cut out the black market, boost… https://t.co/H4skZOLQJz",,bbcquestiontime legalise marijuana tax make cleaner safer use cut black market https
973,974,#LegaliseCannabis,,legalisecannabis
974,975,RT @DaveStudio: C'est pas tout l'monde qui est d'accord. #polcan #polQC #AssNat #LegaliseCannabis https://t.co/sXEjS4Jt3V,,davestudio pas tout qui est polcan polqc assnat legalisecannabis https
975,976,"RT @ygreck: Loi adoptée #polcan #polQC #AssNat #LegaliseCannabis @JustinTrudeau 
https://t.co/tYzhhRsCgy https://t.co/uOto9SyCr6",,ygreck loi adoptée polcan polqc assnat legalisecannabis justintrudeau https https
976,977,"RT @ygreck: Loi adoptée #polcan #polQC #AssNat #LegaliseCannabis @JustinTrudeau 
https://t.co/tYzhhRsCgy https://t.co/uOto9SyCr6",,ygreck loi adoptée polcan polqc assnat legalisecannabis justintrudeau https https
977,978,"RT @ygreck: Loi adoptée #polcan #polQC #AssNat #LegaliseCannabis @JustinTrudeau 
https://t.co/tYzhhRsCgy https://t.co/uOto9SyCr6",,ygreck loi adoptée polcan polqc assnat legalisecannabis justintrudeau https https
978,979,"RT @ygreck: Loi adoptée #polcan #polQC #AssNat #LegaliseCannabis @JustinTrudeau 
https://t.co/tYzhhRsCgy https://t.co/uOto9SyCr6",,ygreck loi adoptée polcan polqc assnat legalisecannabis justintrudeau https https
979,980,"RT @ygreck: Loi adoptée #polcan #polQC #AssNat #LegaliseCannabis @JustinTrudeau 
https://t.co/tYzhhRsCgy https://t.co/uOto9SyCr6",,ygreck loi adoptée polcan polqc assnat legalisecannabis justintrudeau https https
980,981,"RT @ygreck: Loi adoptée #polcan #polQC #AssNat #LegaliseCannabis @JustinTrudeau 
https://t.co/tYzhhRsCgy https://t.co/uOto9SyCr6",,ygreck loi adoptée polcan polqc assnat legalisecannabis justintrudeau https https
981,982,"RT @ygreck: Loi adoptée #polcan #polQC #AssNat #LegaliseCannabis @JustinTrudeau 
https://t.co/tYzhhRsCgy https://t.co/uOto9SyCr6",,ygreck loi adoptée polcan polqc assnat legalisecannabis justintrudeau https https
982,983,C'est pas tout l'monde qui est d'accord. #polcan #polQC #AssNat #LegaliseCannabis https://t.co/sXEjS4Jt3V,,pas tout qui est polcan polqc assnat legalisecannabis https
983,984,"That must have been an epic whitey Peter Hitchens had back in uni...

#legaliseCannabis",,must epic whitey peter hitchens back uni legalisecannabis
984,985,"RT @ygreck: Loi adoptée #polcan #polQC #AssNat #LegaliseCannabis @JustinTrudeau 
https://t.co/tYzhhRsCgy https://t.co/uOto9SyCr6",,ygreck loi adoptée polcan polqc assnat legalisecannabis justintrudeau https https
985,986,#LegalizeIt #LegaliseCannabis 💥☝🏾 https://t.co/Xd1Z0KgqWp,,legalizeit legalisecannabis https
986,987,So just a quick idea...I did a rough presentation a few years back on the legalisation of cannabis...besides all th… https://t.co/iuj64VnMNP,,quick idea rough presentation years back legalisation cannabis besides https
987,988,"RT @SolidarityScot: Cannabis should be completely legalised.

Legalise, regulate and tax it! Stop the stupid 'War on Drugs'.

#LegaliseCann…",,solidarityscot cannabis completely legalised legalise regulate tax stop stupid drugs
988,989,RT @ScotlandsTalkIn: On #ScotlandsTalkIn on Sunday morning tell us what you think of calls to drop the war on #drugs and #LegaliseCannabis?…,,scotlandstalkin scotlandstalkin sunday morning tell think calls drop war drugs legalisecannabis
989,990,RT @ScotlandsTalkIn: On #ScotlandsTalkIn on Sunday morning tell us what you think of calls to drop the war on #drugs and #LegaliseCannabis?…,,scotlandstalkin scotlandstalkin sunday morning tell think calls drop war drugs legalisecannabis
990,991,RT @ScotlandsTalkIn: On #ScotlandsTalkIn on Sunday morning tell us what you think of calls to drop the war on #drugs and #LegaliseCannabis?…,,scotlandstalkin scotlandstalkin sunday morning tell think calls drop war drugs legalisecannabis
991,992,RT @ScotlandsTalkIn: On #ScotlandsTalkIn on Sunday morning tell us what you think of calls to drop the war on #drugs and #LegaliseCannabis?…,,scotlandstalkin scotlandstalkin sunday morning tell think calls drop war drugs legalisecannabis
992,993,RT @ScotlandsTalkIn: On #ScotlandsTalkIn on Sunday morning tell us what you think of calls to drop the war on #drugs and #LegaliseCannabis?…,,scotlandstalkin scotlandstalkin sunday morning tell think calls drop war drugs legalisecannabis
993,994,RT @ScotlandsTalkIn: On #ScotlandsTalkIn on Sunday morning tell us what you think of calls to drop the war on #drugs and #LegaliseCannabis?…,,scotlandstalkin scotlandstalkin sunday morning tell think calls drop war drugs legalisecannabis
994,995,RT @ScotlandsTalkIn: On #ScotlandsTalkIn on Sunday morning tell us what you think of calls to drop the war on #drugs and #LegaliseCannabis?…,,scotlandstalkin scotlandstalkin sunday morning tell think calls drop war drugs legalisecannabis
995,996,RT @ScotlandsTalkIn: On #ScotlandsTalkIn on Sunday morning tell us what you think of calls to drop the war on #drugs and #LegaliseCannabis?…,,scotlandstalkin scotlandstalkin sunday morning tell think calls drop war drugs legalisecannabis
